ID lon lat depth max_ssh min_ssh period polarity return_code
 2284	+156.7000	+50.7133	 39	0.928	-1.074	 4019	-1	3
 2285	+156.8333	+50.8500	 37	0.928	-0.833	 4596	-1	3
 2286	+156.9667	+50.9067	 37	0.704	-0.683	 1493	-1	3
 2287	+157.1667	+50.9917	 51	0.464	-0.596	 2104	 1	3
 2288	+157.2667	+51.1519	 49	0.647	-0.577	 2580	-1	3
 2289	+157.4000	+51.2727	 44	0.537	-0.619	 2796	-1	3
 2290	+157.5603	+51.4000	 51	0.588	-0.522	 2137	-1	3
 2291	+157.7333	+51.4667	 54	0.462	-0.450	 1807	-1	3
 2292	+157.9000	+51.5894	 55	0.391	-0.463	 1830	-1	3
 2293	+158.0333	+51.7023	 63	0.375	-0.517	 1683	-1	3
 2294	+158.1729	+51.8333	 59	0.392	-0.511	 1316	 1	3
 2295	+158.3274	+51.9667	 83	0.373	-0.329	 1979	-1	3
 2296	+158.4184	+52.1333	 84	0.396	-0.565	 1226	-1	3
 2297	+158.5484	+52.2667	 21	0.490	-0.380	 1466	-1	3
 2298	+158.5791	+52.4333	 45	0.547	-0.427	 1410	-1	3
 2299	+158.5948	+52.6333	101	0.450	-0.348	 2106	-1	3
 2300	+158.6784	+52.8000	 51	0.459	-0.442	 1462	 1	3
 2301	+158.8333	+52.9114	 43	0.541	-0.392	 1515	 1	3
 2302	+159.0000	+53.0010	 51	0.386	-0.377	 1898	-1	3
 2303	+159.2333	+53.0472	 36	0.502	-0.562	 4994	-1	3
 2304	+159.4667	+53.0963	 29	0.783	-0.847	 3081	-1	3
 2305	+159.7000	+53.1300	218	0.762	-0.738	 4725	-1	3
 2306	+159.9000	+53.1058	 40	0.514	-0.511	 4768	-1	3
 2307	+160.0667	+53.0713	 81	0.216	-0.312	 1552	-1	3
 2308	+160.0821	+53.2667	 79	0.227	-0.222	 1462	-1	3
 2309	+159.9800	+53.4333	 34	0.418	-0.386	 2213	-1	3
 2310	+160.0000	+53.6426	 46	0.261	-0.260	 1545	 1	3
 2311	+159.9619	+53.8000	 78	0.414	-0.358	 2148	 1	3
 2312	+160.0667	+53.9556	 43	0.531	-0.425	 1259	 1	3
 2313	+160.2000	+54.0875	 21	0.483	-0.437	 2002	-1	3
 2314	+160.3333	+54.2137	 98	0.466	-0.364	 2221	 1	3
 2315	+160.5167	+54.3000	106	0.382	-0.330	 1376	 1	3
 2316	+160.6667	+54.4293	 22	0.422	-0.505	 1765	 1	3
 2317	+160.8667	+54.4989	 54	0.336	-0.426	 5746	-1	3
 2318	+161.1000	+54.5211	 17	0.342	-0.400	 1735	-1	3
 2319	+161.3000	+54.4502	120	0.335	-0.428	 1807	 1	3
 2320	+161.5667	+54.4634	 68	0.292	-0.228	 1672	 1	3
 2321	+161.7667	+54.5110	228	0.249	-0.240	 1241	-1	3
 2322	+161.9333	+54.6264	 54	0.253	-0.219	 1875	 1	3
 2323	+162.1000	+54.7054	  4	0.243	-0.302	 1509	 1	3
 2324	+162.2131	+54.8667	100	0.190	-0.195	 1046	 1	3
 2325	+162.1000	+55.0000	107	0.285	-0.272	 1258	 1	3
